location,building_type,floor_count,orientation,facade_area_sqm,budget_level,max_cost_per_sqm,required_u_value,required_shgc,required_vlt,acoustic_requirement,fire_rating_requirement,aesthetic_preference,thermal_insulation_required,wind_load_level,climate_zone,avg_temp_c,avg_humidity_pct,avg_rainfall_mm,solar_exposure,material_id,material_type,material_subtype,cost_per_sqm,installation_cost_per_sqm,material_u_value,material_shgc,material_vlt_percent,fire_rating,durability_years,maintenance_freq_per_year,acoustic_rating_rw,water_absorption_pct,material_density_kgm3,recommended_climates,surface_reflectivity_pct,material_lifespan_years,total_material_cost,total_installation_cost,total_cost_estimate,thermal_gap_u_value,thermal_gap_shgc,budget_fit_flag,aesthetic_match_flag,fire_safety_match_flag,climate_match_flag,suitability_score
Coimbatore,Industrial,7,west,650,medium,115,2.1,0.48,55,no,C,composite,not required,avg,hot,28,68,1400,high,M29,composite,fiber,87,24,2.2,0,0,C,20,1.2,30,2.1,1650,moderate,22,25,56550,15600,72150,0.1,0.48,1,0,1,0,72
Kanayannur,Industrial,6,west,650,low,110,2.6,0.57,63,no,C,composite,not required,avg,hot,29,78,3000,medium,M197,composite,hpl,53,26,2.2,0,0,B,21,1.3,32,1.8,1850,coastal,25,26,34450,16900,51350,0.4,0.57,1,0,0,0,47
Jaipur,Industrial,6,west,620,medium,138,2.3,0.52,58,no,C,stone,required,avg,hot,27,56,550,high,M148,stone,sandstone,111,26,2.15,0,0,A1,39,0.8,27,1.5,2250,hot,21,48,68820,16120,84940,0.15,0.52,1,1,0,1,71
Goa,Hospital,6,east,1100,medium,140,1.4,0.25,35,yes,A1,glass,required,high,coastal,26,85,3000,medium,M7,glass,laminated,154,38,1,0.25,40,C,22,1.2,36,0.2,2600,coastal,30,32,169400,41800,211200,0.4,0,0,1,0,1,54
Latur,Industrial,6,west,575,medium,120,2.3,0.52,59,no,C,metal,not required,low,hot,30,59,650,high,M23,metal,acp,23,36,3,0,0,C,22,2,33,0.7,2900,coastal,36,26,13225,20700,33925,0.7,0.52,1,0,1,0,63
Najafgarh,Hospital,13,east,1250,high,240,1.4,0.27,39,yes,A1,metal,required,high,hot,28,68,750,high,M216,metal,galvanized,109,34,3.2,0,0,C,23,1.9,33,0.6,2750,"hot,coastal",40,32,136250,42500,178750,1.8,0.27,1,1,0,1,56
Jaisalmer,Commercial,19,south,1685,high,218,1.7,0.39,47,yes,A2,metal,not required,high,hot,29,48,200,high,M149,metal,stainless,109,28,2.9,0,0,A2,47,0.5,32,0.3,7900,"hot,cold",46,55,183665,47180,230845,1.2,0.39,1,1,1,1,78
Chandigarh,Industrial,6,west,625,medium,140,2.3,0.52,59,no,C,stone,required,avg,moderate,24,60,800,medium,M191,stone,limestone,72,30,2.1,0,0,A1,42,0.5,28,2.2,2350,moderate,23,55,45000,18750,63750,0.2,0.52,1,1,0,1,70
Raipur,Industrial,6,west,550,low,85,2.5,0.55,64,no,C,terracotta,required,avg,hot,31,67,1500,medium,M20,terracotta,panel,121,31,2.6,0,0,A2,34,1,28,3.5,2100,hot,14,42,66550,17050,83600,0.1,0.55,0,1,0,1,51
Varanasi,Commercial,19,south,1725,high,230,1.8,0.4,48,yes,A2,metal,required,high,hot,27,70,1050,medium,M232,metal,stainless,80,27,2.95,0,0,A2,46,0.4,33,0.3,7950,"hot,cold",48,58,138000,46575,184575,1.15,0.4,1,1,1,1,79
Bangalore,Industrial,5,west,600,medium,120,2,0.45,55,no,C,composite,required,low,moderate,24,60,900,medium,M4,composite,acp,43,30,1.8,0,0,B,15,1.5,30,2,1800,moderate,30,20,25800,18000,43800,0.2,0.45,1,0,0,1,61
Moga,Commercial,13,south,1350,high,210,1.7,0.39,47,yes,A2,glass,required,high,hot,28,71,1200,high,M54,glass,low-e,142,39,1.2,0.34,47,A2,25,1,37,0.3,2600,"hot,coastal",30,30,191700,52650,244350,0.5,0.05,1,1,1,1,92
Kulti,Commercial,13,south,1325,medium,158,1.8,0.4,48,yes,A2,glass,required,high,hot,28,72,1200,medium,M161,glass,tinted,170,39,1.3,0.37,47,B,26,1.2,35,0.4,2520,"hot,coastal",28,34,225250,51675,276925,0.5,0.03,0,1,0,1,52
Jaipur,Industrial,6,west,620,medium,138,2.3,0.52,58,no,C,stone,required,avg,hot,27,56,550,high,M148,stone,sandstone,111,26,2.15,0,0,A1,39,0.8,27,1.5,2250,hot,21,48,68820,16120,84940,0.15,0.52,1,1,0,1,71
Rajkot,Industrial,3,west,350,medium,110,2.2,0.46,54,no,C,stone,required,avg,hot,31,55,650,high,M10,stone,sandstone,95,26,1.95,0,0,B,45,0.4,27,3,2200,"hot,cold",12,55,33250,9100,42350,0.25,0.46,1,1,0,1,70
Salem,Residential,6,north,550,low,65,2.7,0.6,68,no,B,terracotta,required,low,hot,29,66,750,medium,M30,terracotta,cladding,103,32,2.75,0,0,A2,36,0.9,26,3.2,1950,hot,15,44,56650,17600,74250,0.05,0.6,0,1,0,1,51
Ambala,Commercial,12,south,1300,medium,152,1.8,0.38,46,yes,A2,glass,required,high,moderate,25,67,950,medium,M141,glass,tinted,162,38,1.25,0.35,48,A2,26,1.2,35,0.4,2450,"hot,moderate",26,32,210600,49400,260000,0.55,0.03,0,1,1,1,72
Surat,Industrial,2,west,350,medium,110,2.2,0.46,54,no,C,stone,required,avg,hot,30,72,1300,high,M16,stone,marble,107,35,1.7,0,0,B,38,0.6,24,0.4,2700,hot,20,52,37450,12250,49700,0.5,0.46,1,1,0,1,67
Jalandhar,Industrial,5,west,575,medium,135,2.7,0.58,64,no,C,stone,required,avg,hot,27,70,900,medium,M201,stone,limestone,142,28,2.1,0,0,A1,42,0.5,28,2.4,2350,moderate,24,55,81650,16100,97750,0.6,0.58,0,1,0,0,34
Surat,Industrial,2,west,350,medium,110,2.2,0.46,54,no,C,stone,required,avg,hot,30,72,1300,high,M16,stone,marble,81,35,1.7,0,0,C,38,0.6,24,0.4,2700,hot,20,52,28350,12250,40600,0.5,0.46,1,1,1,1,87
Thane,Industrial,6,west,650,medium,138,2.7,0.58,64,no,C,stone,required,avg,moderate,27,74,2200,medium,M221,stone,limestone,72,30,2.15,0,0,C,42,0.5,28,2.4,2350,"moderate,cold",24,55,46800,19500,66300,0.55,0.58,1,1,1,1,84
Bijnor,Commercial,15,south,1475,high,195,1.7,0.41,47,yes,A2,composite,required,high,hot,28,70,1150,medium,M39,composite,acp,36,32,1.9,0,0,B,18,1.5,32,2.1,1800,moderate,28,22,53100,47200,100300,0.2,0.41,1,0,0,0,51
Jaipur,Residential,7,north,700,medium,100,2.1,0.48,58,no,B,stone,required,avg,hot,28,45,400,high,M10,stone,sandstone,141,26,1.95,0,0,A1,45,0.4,27,3,2200,"hot,cold",12,55,98700,18200,116900,0.15,0.48,0,1,0,1,51
Amritsar,Commercial,19,south,1900,medium,170,1.7,0.4,47,yes,A2,louvers,required,high,cold,24,60,700,low,M25,louvers,aluminum,119,30,3.8,0,0,C,18,3,29,0.9,2750,"cold,moderate",42,28,226100,57000,283100,2.1,0.4,1,0,0,1,44
Chennai,Hospital,10,east,1500,high,250,1.5,0.3,40,yes,A1,metal,not required,high,hot,30,70,1200,high,M3,metal,aluminum,118,35,3.5,0,0,A1,20,2,32,0.8,2700,"hot,coastal",40,25,177000,52500,229500,2,0.3,1,1,1,1,76
Mangalore,Hospital,11,east,1200,high,230,1.4,0.26,37,yes,A1,metal,required,high,coastal,29,81,3400,high,M23,metal,acp,26,36,3,0,0,B,22,2,33,0.7,2900,coastal,36,26,31200,43200,74400,1.6,0.26,1,0,0,1,46
Aligarh,Industrial,4,west,500,low,100,2.7,0.55,61,no,C,composite,not required,avg,moderate,25,64,900,medium,M34,composite,hpl,65,23,2.1,0,0,C,24,1,29,0.7,2000,moderate,21,24,32500,11500,44000,0.6,0.55,1,0,1,1,74
Bid,Hospital,10,east,1125,medium,145,1.5,0.3,41,yes,A1,glass,not required,high,hot,29,71,750,high,M15,glass,dg,158,48,0.8,0.22,36,B,27,1,39,0.05,2300,"coastal,hot",38,34,177750,54000,231750,0.7,0.08,0,1,0,1,49
Shahjahanpur,Residential,10,north,850,low,85,2.3,0.54,60,no,B,terracotta,required,avg,hot,27,65,980,medium,M40,terracotta,cladding,149,25,2.7,0,0,A2,34,0.8,29,1.5,2200,hot,18,38,126650,21250,147900,0.4,0.54,0,1,0,1,47
Kolkata,Commercial,20,south,2000,high,200,1.6,0.35,50,yes,A2,glass,required,high,hot,27,80,1600,high,M5,glass,igu,130,45,1.1,0.3,55,B,28,1,38,0.3,2400,"hot,coastal",20,35,260000,90000,350000,0.5,0.05,1,1,0,1,72
Vizianagaram,Commercial,18,south,1625,high,225,1.7,0.39,47,yes,A2,metal,not required,high,hot,28,73,1100,high,M179,metal,stainless,109,28,3,0,0,A2,45,0.4,33,0.3,7950,"hot,cold",48,58,177125,45500,222625,1.3,0.39,1,1,1,1,77
Meerut,Hospital,9,north,900,high,210,1.3,0.3,41,yes,A1,metal,required,high,hot,30,72,1200,high,M33,metal,aluminum,70,30,3.3,0,0,A2,22,2,31,0.8,2700,hot,25,28,63000,27000,90000,2,0.3,1,1,0,1,56
Hyderabad,Residential,12,north,900,low,70,2.5,0.55,65,no,B,terracotta,not required,avg,hot,29,65,700,high,M6,terracotta,baguette,90,28,2.8,0,0,B,35,1,25,4,1900,hot,10,40,81000,25200,106200,0.3,0.55,0,1,1,1,68
Jalandhar,Commercial,15,south,1400,medium,145,1.7,0.38,46,yes,A2,glass,required,high,hot,28,66,1200,medium,M46,glass,low-e,105,38,1.2,0.35,48,A2,27,1,35,0.4,2500,coastal,25,32,147000,53200,200200,0.5,0.03,1,1,1,0,82
Jalandhar,Commercial,15,south,1400,medium,145,1.7,0.38,46,yes,A2,glass,required,high,hot,28,66,1200,medium,M46,glass,low-e,105,38,1.2,0.35,48,A2,27,1,35,0.4,2500,coastal,25,32,147000,53200,200200,0.5,0.03,1,1,1,0,82
Malda,Industrial,5,west,475,low,105,2.5,0.56,60,no,C,stone,required,avg,hot,28,72,900,medium,M139,stone,granite,99,25,2,0,0,A2,40,0.6,28,1.9,2200,hot,20,50,47025,11875,58900,0.5,0.56,1,1,0,1,65
Hubli,Commercial,18,south,1600,medium,178,1.7,0.39,47,yes,A2,louvers,required,high,hot,28,70,1100,high,M198,louvers,galvanized,109,33,3.6,0,0,B,24,2.5,31,0.8,2850,hot,43,35,174400,52800,227200,1.9,0.39,1,0,0,1,44
Trichur,Commercial,15,south,1380,medium,150,1.7,0.39,49,yes,A2,glass,required,high,hot,29,70,1100,high,M151,glass,low-e,142,38,1.2,0.33,48,A2,25,1.1,35,0.5,2480,"hot,coastal",25,30,195960,52440,248400,0.5,0.06,1,1,1,1,92
Faridkot,Residential,8,north,650,low,70,2.7,0.59,64,no,B,terracotta,required,avg,hot,28,69,990,medium,M51,terracotta,cladding,128,30,2.7,0,0,A2,35,0.9,28,3,1900,hot,15,40,83200,19500,102700,0,0.59,0,1,0,1,52
Firozabad,Residential,6,north,600,low,90,2.5,0.56,60,no,B,stone,required,avg,hot,27,68,950,medium,M36,stone,sandstone,136,22,1.8,0,0,A1,40,0.7,28,1,2200,hot,18,48,81600,13200,94800,0.7,0.56,0,1,0,1,43
Hugli,Hospital,12,east,1225,medium,168,1.6,0.3,41,yes,A1,glass,required,high,moderate,25,76,1600,low,M181,glass,dg,122,46,0.88,0.26,39,B,29,1.1,38,0.15,2480,coastal,42,37,149450,56350,205800,0.72,0.04,1,1,0,0,59
Ranchi,Hospital,12,east,1150,high,230,1.5,0.28,39,yes,A1,metal,required,high,moderate,26,70,1050,high,M134,metal,galvanized,66,35,3.2,0,0,C,23,2,33,0.7,2700,"hot,coastal",38,32,75900,40250,116150,1.7,0.28,1,1,0,0,46
Patiala,Industrial,5,west,600,low,95,2.5,0.56,60,no,C,composite,not required,low,hot,30,68,900,medium,M49,composite,hpl,52,22,2,0,0,C,20,1,28,1.5,2000,moderate,22,25,31200,13200,44400,0.5,0.56,1,0,1,0,65
Vadodara,Industrial,5,west,450,low,70,2.3,0.52,58,no,C,metal,required,avg,hot,29,58,800,high,M3,metal,aluminum,81,35,3.5,0,0,A1,20,2,32,0.8,2700,"hot,coastal",40,25,36450,15750,52200,1.2,0.52,0,1,0,1,37
Rewa,Commercial,19,south,1725,high,220,1.8,0.4,48,yes,A2,metal,not required,high,hot,28,70,900,high,M78,metal,stainless,99,27,2.95,0,0,B,46,0.4,32,0.3,7950,"hot,cold",48,58,170775,46575,217350,1.15,0.4,1,1,0,1,59
Amritsar,Residential,10,north,900,low,90,2.3,0.5,58,no,B,stone,required,avg,hot,29,70,980,medium,M47,stone,granite,112,28,1.9,0,0,A2,35,0.6,30,1.1,2600,hot,18,50,100800,25200,126000,0.4,0.5,0,1,0,1,48
Tirupati,Hospital,14,east,1450,medium,155,1.5,0.3,42,yes,A1,glass,not required,high,hot,28,72,600,high,M1,glass,low-e,115,40,1.2,0.35,50,C,25,1,35,0.5,2500,"coastal,hot",25,30,166750,58000,224750,0.3,0.05,1,1,0,1,75
Jhansi,Commercial,14,south,1325,medium,160,1.9,0.41,49,yes,A2,glass,required,high,hot,28,65,850,high,M70,glass,low-e,140,40,1.25,0.38,47,A1,25,1.2,36,0.45,2480,"hot,coastal",26,34,185500,53000,238500,0.65,0.03,1,1,0,1,70
Saharanpur,Commercial,17,south,1600,medium,170,1.8,0.4,49,yes,A2,glass,required,high,hot,28,69,1100,high,M35,glass,reflective,149,40,1,0.31,37,C,36,1,35,0.5,2600,"hot,coastal",30,35,238400,64000,302400,0.8,0.09,1,1,0,1,68
Bhopal,Commercial,14,south,1400,medium,130,1.9,0.42,52,yes,A2,metal,required,avg,hot,26,68,1100,medium,M13,metal,louvers,125,27,3.2,0,0,A2,26,2.5,31,0.6,2800,"hot,moderate",32,30,175000,37800,212800,1.3,0.42,1,0,1,1,67
Kota,Residential,7,north,700,low,82,2.8,0.59,65,no,B,composite,required,avg,hot,29,58,650,high,M203,composite,acp,21,25,2.05,0,0,C,19,1.5,34,1.9,1700,moderate,27,25,14700,17500,32200,0.75,0.59,1,0,0,0,42
Chikmagalur,Residential,10,north,975,medium,145,2.2,0.5,56,no,B,louvers,not required,avg,moderate,23,76,1850,low,M101,louvers,aluminum,112,29,3.6,0,0,C,19,2.6,30,0.8,2780,"cold,moderate",44,30,109200,28275,137475,1.4,0.5,1,0,0,1,44
Gosaba,Industrial,4,west,475,medium,132,2.7,0.58,64,no,C,stone,required,avg,moderate,25,74,1800,low,M168,stone,limestone,150,28,2.1,0,0,A1,42,0.5,27,2.4,2350,"moderate,cold",24,55,71250,13300,84550,0.6,0.58,0,1,0,1,44
Meerut,Hospital,9,north,900,high,210,1.3,0.3,41,yes,A1,metal,required,high,hot,30,72,1200,high,M33,metal,aluminum,65,30,3.3,0,0,A2,22,2,31,0.8,2700,hot,25,28,58500,27000,85500,2,0.3,1,1,0,1,56
Moga,Commercial,13,south,1350,high,210,1.7,0.39,47,yes,A2,glass,required,high,hot,28,71,1200,high,M54,glass,low-e,142,39,1.2,0.34,47,A2,25,1,37,0.3,2600,"hot,coastal",30,30,191700,52650,244350,0.5,0.05,1,1,1,1,92
Tikamgarh,Residential,9,north,850,low,92,2.4,0.54,59,no,B,terracotta,required,low,moderate,25,71,1100,medium,M75,terracotta,cladding,152,32,2.8,0,0,B,37,0.9,28,2.9,1950,hot,18,44,129200,27200,156400,0.4,0.54,0,1,1,0,57
Madurai,Commercial,19,south,1850,high,210,1.6,0.35,48,yes,A2,louvers,required,high,hot,30,70,900,high,M25,louvers,aluminum,85,30,3.8,0,0,B,18,3,29,0.9,2750,"cold,moderate",42,28,157250,55500,212750,2.2,0.35,1,0,0,0,35
Vizag,Hospital,16,east,1700,high,240,1.2,0.22,32,yes,A1,glass,not required,high,coastal,28,78,2500,high,M15,glass,dg,99,48,0.8,0.22,36,A1,27,1,39,0.05,2300,"coastal,hot",38,34,168300,81600,249900,0.4,0,1,1,1,1,94
Bangalore,Industrial,5,west,600,medium,120,2,0.45,55,no,C,composite,required,low,moderate,24,60,900,medium,M4,composite,acp,43,30,1.8,0,0,A2,15,1.5,30,2,1800,moderate,30,20,25800,18000,43800,0.2,0.45,1,0,0,1,61
Chandigarh,Industrial,6,west,625,medium,140,2.3,0.52,59,no,C,stone,required,avg,moderate,24,60,800,medium,M191,stone,limestone,72,30,2.1,0,0,A1,42,0.5,28,2.2,2350,moderate,23,55,45000,18750,63750,0.2,0.52,1,1,0,1,70
Bhopal,Commercial,14,south,1400,medium,130,1.9,0.42,52,yes,A2,metal,required,avg,hot,26,68,1100,medium,M13,metal,louvers,125,27,3.2,0,0,A2,26,2.5,31,0.6,2800,"hot,moderate",32,30,175000,37800,212800,1.3,0.42,1,0,1,1,67
Ahmedabad,Commercial,18,south,1600,high,220,1.7,0.4,48,yes,A2,composite,not required,high,hot,31,50,500,high,M9,composite,hpl,63,32,1.9,0,0,C,18,1.8,34,1.8,1400,hot,28,22,100800,51200,152000,0.2,0.4,1,0,0,1,62
Hyderabad,Residential,12,north,900,low,70,2.5,0.55,65,no,B,terracotta,not required,avg,hot,29,65,700,high,M6,terracotta,baguette,90,28,2.8,0,0,B,35,1,25,4,1900,hot,10,40,81000,25200,106200,0.3,0.55,0,1,1,1,68
Mumbai,Commercial,15,south,1200,medium,150,1.8,0.4,45,yes,A2,glass,required,high,coastal,28,75,2200,high,M1,glass,low-e,172,40,1.2,0.35,50,B,25,1,35,0.5,2500,"coastal,hot",25,30,206400,48000,254400,0.6,0.05,0,1,0,1,51
Chandannagar,Hospital,13,east,1325,high,240,1.5,0.27,38,yes,A1,glass,required,high,moderate,26,75,1450,high,M177,glass,reflective,125,44,0.95,0.28,35,A2,28,1.4,37,0.2,2550,"coastal,hot",45,38,165625,58300,223925,0.55,0.01,1,1,0,0,62
Budaun,Commercial,19,south,1825,high,225,1.9,0.43,50,yes,A2,metal,not required,high,hot,28,71,1180,high,M43,metal,stainless,110,25,2.9,0,0,C,48,0.4,30,0.2,8000,"moderate,cold",48,60,200750,45625,246375,1,0.43,1,1,0,0,50
Bangalore,Industrial,5,west,600,medium,120,2,0.45,55,no,C,composite,required,low,moderate,24,60,900,medium,M4,composite,acp,43,30,1.8,0,0,A2,15,1.5,30,2,1800,moderate,30,20,25800,18000,43800,0.2,0.45,1,0,0,1,61
Tumkur,Residential,9,north,850,low,82,2.4,0.54,61,no,B,stone,required,avg,moderate,24,68,950,medium,M93,stone,quartz,124,25,2.05,0,0,A1,39,0.6,28,1.1,2580,moderate,20,52,105400,21250,126650,0.35,0.54,0,1,0,1,48
Gangawati,Residential,9,north,825,low,90,2.5,0.56,62,no,B,terracotta,required,low,hot,29,68,750,high,M209,terracotta,gfrc,114,33,2.85,0,0,A1,35,1,28,2.9,2050,hot,18,45,94050,27225,121275,0.35,0.56,0,0,0,1,37
Trivandrum,Hospital,8,east,1000,medium,160,1.5,0.3,42,yes,A1,composite,required,high,coastal,28,84,2800,high,M19,composite,hpl,50,33,2,0,0,A1,20,1.6,35,2.2,1500,coastal,26,24,50000,33000,83000,0.5,0.3,1,0,1,1,79
Lal Bahadur Nagar,Industrial,6,west,625,low,102,2.6,0.57,63,no,C,composite,not required,avg,hot,29,66,850,medium,M164,composite,hpl,58,25,2.2,0,0,C,21,1.3,31,1.8,1850,moderate,25,26,36250,15625,51875,0.4,0.57,1,0,1,0,67
Goa,Hospital,6,east,1100,medium,140,1.4,0.25,35,yes,A1,glass,required,high,coastal,26,85,3000,medium,M7,glass,laminated,123,38,1,0.25,40,B,22,1.2,36,0.2,2600,coastal,30,32,135300,41800,177100,0.4,0,1,1,0,1,74
Chhatarpur,Commercial,17,south,1585,medium,175,1.7,0.39,47,yes,A2,louvers,required,high,hot,29,66,800,high,M74,louvers,zinc,110,29,3.5,0,0,B,22,2.4,30,0.7,2900,"hot,moderate",40,30,174350,45965,220315,1.8,0.39,1,0,0,1,44
Chhatarpur,Commercial,17,south,1585,medium,175,1.7,0.39,47,yes,A2,louvers,required,high,hot,29,66,800,high,M74,louvers,zinc,110,29,3.5,0,0,B,22,2.4,30,0.7,2900,"hot,moderate",40,30,174350,45965,220315,1.8,0.39,1,0,0,1,44
Kadapa,Industrial,5,west,600,low,100,2.5,0.55,62,no,C,composite,not required,avg,hot,27,65,750,medium,M86,composite,hpl,69,26,2.2,0,0,C,20,1,28,1.7,2000,moderate,22,20,41400,15600,57000,0.3,0.55,1,0,1,0,68
Bijnor,Commercial,15,south,1475,high,195,1.7,0.41,47,yes,A2,composite,required,high,hot,28,70,1150,medium,M39,composite,acp,38,32,1.9,0,0,B,18,1.5,32,2.1,1800,moderate,28,22,56050,47200,103250,0.2,0.41,1,0,0,0,51
Raichur,Residential,10,north,950,low,95,2.5,0.56,62,no,B,terracotta,required,low,hot,30,65,900,high,M166,terracotta,cladding,70,33,2.8,0,0,C,36,0.9,28,3.1,2100,hot,17,44,66500,31350,97850,0.3,0.56,1,1,0,1,68
Katni,Industrial,5,west,550,low,110,2.9,0.6,66,no,C,terracotta,required,low,hot,29,69,1000,high,M81,terracotta,panel,89,36,2.85,0,0,B,35,1,29,3.2,2120,hot,17,45,48950,19800,68750,0.05,0.6,1,1,0,1,71
Mumbai,Commercial,15,south,1200,medium,150,1.8,0.4,45,yes,A2,glass,required,high,coastal,28,75,2200,high,M1,glass,low-e,172,40,1.2,0.35,50,B,25,1,35,0.5,2500,"coastal,hot",25,30,206400,48000,254400,0.6,0.05,0,1,0,1,51
Hubli,Commercial,22,south,2125,high,235,1.6,0.35,49,yes,A2,louvers,not required,high,hot,27,69,1100,high,M13,metal,louvers,63,27,3.2,0,0,B,26,2.5,31,0.6,2800,"hot,moderate",32,30,133875,57375,191250,1.6,0.35,1,1,0,1,55
Trichur,Commercial,15,south,1380,medium,150,1.7,0.39,49,yes,A2,glass,required,high,hot,29,70,1100,high,M151,glass,low-e,142,38,1.2,0.33,48,A2,25,1.1,35,0.5,2480,"hot,coastal",25,30,195960,52440,248400,0.5,0.06,1,1,1,1,92
Sagar,Hospital,11,east,1175,high,230,1.4,0.28,39,yes,A1,metal,required,high,moderate,26,70,1050,medium,M72,metal,aluminum,72,35,3.1,0,0,A1,23,1.9,33,0.6,2750,"hot,coastal",42,32,84600,41125,125725,1.7,0.28,1,1,1,0,66
Nagpur,Commercial,13,south,950,high,180,1.8,0.38,46,yes,A2,glass,required,high,hot,29,66,1200,medium,M17,glass,low-e,106,41,1.3,0.38,48,A2,23,1.2,34,0.4,2450,hot,22,31,100700,38950,139650,0.5,0,1,1,1,1,93
Anantapur,Commercial,18,south,1625,high,225,1.6,0.35,46,yes,A2,metal,required,high,hot,29,66,550,high,M212,metal,stainless,75,28,2.95,0,0,A1,47,0.4,33,0.3,8000,"hot,cold",48,60,121875,45500,167375,1.35,0.35,1,1,0,1,57
Bid,Hospital,10,east,1125,medium,145,1.5,0.3,41,yes,A1,glass,not required,high,hot,29,71,750,high,M15,glass,dg,158,48,0.8,0.22,36,B,27,1,39,0.05,2300,"coastal,hot",38,34,177750,54000,231750,0.7,0.08,0,1,0,1,49
Barasat,Hospital,13,east,1200,high,230,1.4,0.27,38,yes,A1,metal,required,high,moderate,26,73,1200,high,M153,metal,galvanized,116,31,3.3,0,0,A2,23,2,33,0.6,2700,"hot,coastal",38,32,139200,37200,176400,1.9,0.27,1,1,0,0,46
Hugli,Hospital,12,east,1225,medium,168,1.6,0.3,41,yes,A1,glass,required,high,moderate,25,76,1600,low,M181,glass,dg,122,46,0.88,0.26,39,B,29,1.1,38,0.15,2480,coastal,42,37,149450,56350,205800,0.72,0.04,1,1,0,0,59
Agra,Commercial,17,south,1800,high,210,1.6,0.35,49,yes,A2,glass,not required,high,hot,27,52,650,high,M21,glass,igu,129,46,1.15,0.35,51,C,26,0.9,36,0.25,2550,"hot,moderate",24,33,232200,82800,315000,0.45,0,1,1,0,1,74
Mangalore,Hospital,11,east,1200,high,230,1.4,0.26,37,yes,A1,metal,required,high,coastal,29,81,3400,high,M23,metal,acp,37,36,3,0,0,C,22,2,33,0.7,2900,coastal,36,26,44400,43200,87600,1.6,0.26,1,0,0,1,46
Madurai,Commercial,19,south,1850,high,210,1.6,0.35,48,yes,A2,louvers,required,high,hot,30,70,900,high,M25,louvers,aluminum,68,30,3.8,0,0,A2,18,3,29,0.9,2750,"cold,moderate",42,28,125800,55500,181300,2.2,0.35,1,0,1,0,55
Akola,Hospital,15,east,1525,medium,165,1.4,0.28,39,yes,A1,glass,required,high,hot,28,73,800,high,M11,glass,reflective,141,42,0.9,0.28,32,A2,24,1.5,37,0.1,2500,coastal,45,28,215025,64050,279075,0.5,0,1,1,0,0,63
Kadapa,Industrial,5,west,600,low,100,2.5,0.55,62,no,C,composite,not required,avg,hot,27,65,750,medium,M86,composite,hpl,69,26,2.2,0,0,C,20,1,28,1.7,2000,moderate,22,20,41400,15600,57000,0.3,0.55,1,0,1,0,68
Lucknow,Industrial,3,west,400,low,55,2.4,0.52,62,no,C,terracotta,not required,low,moderate,27,62,1000,medium,M12,terracotta,gfrc,118,29,2.7,0,0,B,32,1.2,26,2.5,2000,moderate,18,38,47200,11600,58800,0.3,0.52,0,0,0,1,39
Sangli,Commercial,14,south,1425,high,205,1.9,0.42,51,yes,A2,metal,required,avg,hot,27,65,900,high,M8,metal,galvanized,55,22,2.5,0,0,C,30,0.8,29,1.5,7800,"moderate,hot",35,45,78375,31350,109725,0.6,0.42,1,1,0,1,66
Rewa,Commercial,19,south,1725,high,220,1.8,0.4,48,yes,A2,metal,not required,high,hot,28,70,900,high,M78,metal,stainless,99,27,2.95,0,0,B,46,0.4,32,0.3,7950,"hot,cold",48,58,170775,46575,217350,1.15,0.4,1,1,0,1,59
Bhagalpur,Residential,7,east,845,low,120,2.1,0.5,57,no,B,stone,required,avg,hot,29,70,1050,medium,M31,stone,granite,92,29,1.9,0,0,C,30,1,28,1,2600,hot,18,45,77740,24505,102245,0.2,0.5,1,1,0,1,70
Pilibhit,Residential,10,north,950,medium,140,2.2,0.49,55,no,B,terracotta,required,avg,moderate,24,73,1250,low,M44,terracotta,gfrc,182,30,2.6,0,0,B,33,1,26,2.8,2000,moderate,20,38,172900,28500,201400,0.4,0.49,0,0,1,1,58
Kurnool,Commercial,13,south,1325,high,195,1.7,0.39,47,yes,A2,glass,required,high,hot,29,72,1150,high,M91,glass,igu,97,38,1.1,0.35,50,A2,26,1.2,35,0.4,2450,hot,28,30,128525,50350,178875,0.6,0.04,1,1,1,1,91
Gajuwaka,Residential,9,north,900,medium,130,2.2,0.5,56,no,B,composite,not required,avg,moderate,24,70,1200,medium,M160,composite,hpl,40,28,2.4,0,0,B,30,1.1,30,2,1900,moderate,25,25,36000,25200,61200,0.2,0.5,1,0,1,1,80
Bhopal,Commercial,14,south,1400,medium,130,1.9,0.42,52,yes,A2,metal,required,avg,hot,26,68,1100,medium,M13,metal,louvers,125,27,3.2,0,0,A2,26,2.5,31,0.6,2800,"hot,moderate",32,30,175000,37800,212800,1.3,0.42,1,0,1,1,67
Amroha,Commercial,17,south,1550,high,210,1.9,0.42,50,yes,A2,louvers,required,high,hot,27,70,950,high,M183,louvers,aluminum,66,33,3.7,0,0,A2,22,2.7,31,0.9,2800,moderate,44,32,102300,51150,153450,1.8,0.42,1,0,1,0,54
Kalyan,Hospital,14,east,1380,high,242,1.3,0.27,38,yes,A1,glass,required,high,hot,29,75,2500,high,M220,glass,reflective,165,45,0.92,0.28,35,A2,28,1.4,37,0.2,2550,"coastal,hot",45,38,227700,62100,289800,0.38,0.01,1,1,0,1,74
